minute,sum(bid_price)
2024-06-01 00:00,35.1603
2024-06-01 00:01,40.93679999999999
2024-06-01 00:02,27.5747
2024-06-01 00:03,22.3658
2024-06-01 00:04,12.2225
2024-06-01 00:05,47.50529999999999
2024-06-01 00:06,19.581
2024-06-01 00:07,40.4527
2024-06-01 00:08,26.665500000000005
2024-06-01 00:09,24.7015
2024-06-01 00:10,47.6864
2024-06-01 00:11,17.4339
2024-06-01 00:12,39.6782
2024-06-01 00:13,28.8182
2024-06-01 00:14,29.950100000000003
2024-06-01 00:15,18.1792
2024-06-01 00:16,24.646199999999997
2024-06-01 00:17,24.244600000000002
2024-06-01 00:18,47.69579999999999
2024-06-01 00:19,34.718399999999995
2024-06-01 00:20,2.2827
2024-06-01 00:21,26.932799999999997
2024-06-01 00:22,58.3653
2024-06-01 00:23,11.681099999999999
2024-06-01 00:24,20.589199999999998
2024-06-01 00:25,36.952000000000005
2024-06-01 00:26,44.106399999999994
2024-06-01 00:27,50.6434
2024-06-01 00:28,45.068200000000004
2024-06-01 00:29,20.6452
2024-06-01 00:30,15.971800000000002
2024-06-01 00:31,45.101
2024-06-01 00:32,28.8176
2024-06-01 00:33,47.0299
2024-06-01 00:34,37.0545
2024-06-01 00:35,33.4236
2024-06-01 00:36,25.899300000000004
2024-06-01 00:37,33.076100000000004
2024-06-01 00:38,43.3388
2024-06-01 00:39,34.3929
2024-06-01 00:40,9.1418
2024-06-01 00:41,13.889400000000002
2024-06-01 00:42,48.4867
2024-06-01 00:43,29.749299999999998
2024-06-01 00:44,29.2629
2024-06-01 00:45,29.8835
2024-06-01 00:46,49.07750000000001
2024-06-01 00:47,31.602
2024-06-01 00:48,35.37479999999999
2024-06-01 00:49,40.3314
2024-06-01 00:50,14.0203
2024-06-01 00:51,24.0782
2024-06-01 00:52,11.677
2024-06-01 00:53,24.614
2024-06-01 00:54,22.6555
2024-06-01 00:55,44.9805
2024-06-01 00:56,13.2454
2024-06-01 00:57,15.2351
2024-06-01 00:58,36.8085
2024-06-01 00:59,29.810100000000002
2024-06-01 01:00,18.929399999999998
2024-06-01 01:01,13.821
2024-06-01 01:02,36.212
2024-06-01 01:03,18.0284
2024-06-01 01:04,33.5248
2024-06-01 01:05,45.589299999999994
2024-06-01 01:06,23.012800000000002
2024-06-01 01:07,20.204900000000002
2024-06-01 01:08,51.778
2024-06-01 01:09,40.618599999999994
2024-06-01 01:10,20.3698
2024-06-01 01:11,16.000500000000002
2024-06-01 01:12,32.174400000000006
2024-06-01 01:13,38.5471
2024-06-01 01:14,22.2062
2024-06-01 01:15,10.7461
2024-06-01 01:16,15.216100000000003
2024-06-01 01:17,23.3378
2024-06-01 01:18,49.109
2024-06-01 01:19,30.937900000000003
2024-06-01 01:20,16.8241
